
"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Toney Clemons, CarWR",NO,W 27-22,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Potter*, MiaKIR",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Smith, NYJRB",Phi,L 17-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collin Mooney*, AtlRBIR",@Dal,W 39-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam Nissley, AtlTE",@Dal,W 39-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominique Davis, IndQB",@Ten,W 35-33,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Case Keenum, StLQB",Pit,L 6-12,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kashif Moore, PitWR",@StL,W 12-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Corp, MiaQB",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Davis, CleQB",Oak,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nathan Palmer, DenWR",@Det,W 24-12,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Barden, DalTE",Atl,L 28-39,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Cooper, CleWR",Oak,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gerell Robinson, MiaWR",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jewel Hampton, SFRB",@Ari,L 7-47,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cory Harkey, StLTE",Pit,L 6-12,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Chris Owusu*, NYJWRO",Phi,L 17-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giorgio Tavecchio, OakK",@Cle,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brian Tyms*, NEWRIR",Jax,W 51-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dale Moss, ChiWR",@Sea,L 0-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phillip Supernaw, TenTE",Ind,L 33-35,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Stephens, BalQB",Cin,L 24-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Carswell, SFWR",@Ari,L 7-47,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Banyard, MinRB",SD,W 31-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G.J. Kinne, PhiQB",@NYJ,W 24-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Veldman, WshTE",@NYG,L 21-32,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Elliott, BufWR",@Mia,W 41-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Moye, TenWR",Ind,L 33-35,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Szczerba, AtlTE",@Dal,W 39-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derrick Coleman, SeaRB",Chi,W 26-0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beau Brinkley, TenTE",Ind,L 33-35,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jarrett Boykin, CarWR",NO,W 27-22,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Griff Whalen, IndWR",@Ten,W 35-33,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tim Benford, PitWR",@StL,W 12-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jabin Sambrano, AtlWR",@Dal,W 39-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominique Jones, DenTE",@Det,W 24-12,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Page, TBWR",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kamar Jorden, MinWR",SD,W 31-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rod Streater, OakWR",@Cle,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saalim Hakim, NYJWR",Phi,L 17-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Carrier, WshTE",@NYG,L 21-32,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Matt Simms, BufQB",@Mia,W 41-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Noble, JaxTE",@NE,L 17-51,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Givens, NOWR",@Car,L 22-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Byrne, SDTE",@Min,L 14-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carson Wiggs, SeaK",Chi,W 26-0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Brown, CarWR",NO,W 27-22,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Travaris Cadet, NERB",Jax,W 51-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick Edwards, DetWR",Den,L 12-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Dimke, NOK",@Car,L 22-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Bolden, NERB",Jax,W 51-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bobby Rainey, TBRB",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deonte Thompson, BufWRQ",@Mia,W 41-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jared Green, OakWR",@Cle,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sean McGrath, IndTE",@Ten,W 35-33,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaRon Byrd, MiaWR",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joshua Bellamy, ChiWR",@Sea,L 0-26,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Brittan Golden, AriWR",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Stewart, DenRB",@Det,W 24-12,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emil Igwenagu, DetTE",Den,L 12-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Damaris Johnson, HouWR",TB,W 19-9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerrell Jackson, KCWR",@GB,L 28-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eddy Carmona, OakK",@Cle,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jourdan Brooks, CinRB",@Bal,W 28-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chase Ford, MinTE",SD,W 31-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Willie, BalWR",Cin,L 24-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jamize Olawale, OakRBP",@Cle,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Anderson, ChiWR",@Sea,L 0-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cooper Helfet, SeaTE",Chi,W 26-0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Danny Hrapmann, MiaK",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Bostick, MinTE",SD,W 31-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tanney, TenQB",Ind,L 33-35,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamont Bryant, CarWR",NO,W 27-22,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Gordon, CleWRSSPD",Oak,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lance Lewis, NOWR",@Car,L 22-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Demps, IndRB",@Ten,W 35-33,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ifeanyi Momah*, AriWRIR",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Bogotay, TBK",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sederrik Cunningham, GBWR",KC,W 38-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Eifert, CinTE",@Bal,W 28-24,0/0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"EJ Manuel, BufQB",@Mia,W 41-14,0/0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0
"Cordarrelle Patterson, MinWR",SD,W 31-14,0/0,0,0,0,1,9,0,0,0,0,0,0,0,0,0
"Stedman Bailey, StLWR",Pit,L 6-12,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Knile Davis, KCRB",@GB,L 28-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Dobson, NEWR",Jax,W 51-17,0/0,0,0,0,0,0,0,1,5,0,3,0,0,0,0
"Gavin Escobar, DalTE",Atl,L 28-39,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Glennon, TBQB",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marquise Goodwin, BufWRQ",@Mia,W 41-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vance McDonald, SFTEP",@Ari,L 7-47,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christine Michael, DalRB",Atl,L 28-39,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geno Smith, NYJQB",Phi,L 17-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Terrance Williams, DalWR",Atl,L 28-39,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Charles Johnson, MinWRQ",SD,W 31-14,0/0,0,0,0,0,0,0,1,9,0,2,0,0,0,0
"Ryan Griffin*, HouTEIR",TB,W 19-9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D.C. Jefferson*, CarTEIR",NO,W 27-22,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Nassib, NYGQB",Wsh,W 32-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Ellington, AriRBQ",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sean Renfree, AtlQB",@Dal,W 39-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brice Butler, DalWR",Atl,L 28-39,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.J. Daniels, SeaQB, WR",Chi,W 26-0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Landry Jones, PitQB",@StL,W 12-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Dorsey, GBWR",KC,W 38-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Williams, NETE",Jax,W 51-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tavarres King, TBWR",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caleb Sturgis, PhiK",@NYJ,W 24-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenjon Barner, PhiRB",@NYJ,W 24-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mychal Rivera, OakTE",@Cle,W 27-20,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Johnathan Franklin, GBRB",KC,W 38-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Cox, NYGRB",Wsh,W 32-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zac Dysert, ChiQB",@Sea,L 0-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Gragg, BufTE",@Mia,W 41-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Wilson, CinQB",@Bal,W 28-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Mellette, BalWR",Cin,L 24-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Barkley, AriQB",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denard Robinson, JaxRBQ",@NE,L 17-51,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Gillislee, MiaRB",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Kasa, OakTE",@Cle,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike James, TBRB",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rex Burkhead, CinRB",@Bal,W 28-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Bohanon, NYJRB",Phi,L 17-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dion Sims, MiaTEQ",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stepfan Taylor, AriRB",SF,W 47-7,0/0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
"Cobi Hamilton, MiaWR",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justice Cunningham, StLTE",Pit,L 6-12,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zac Stacy, NYJRB",Phi,L 17-24,0/0,0,0,0,2,3,0,2,-2,0,2,0,0,0,0
"Josh Boyce*, NEWRIR",Jax,W 51-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alan Bonner, HouWR",TB,W 19-9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Harper, NYGWR",Wsh,W 32-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Brown, BufWR",@Mia,W 41-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcus Lattimore*, SFRBO",@Ari,L 7-47,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corey Fuller, DetWR",Den,L 12-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brad Sorensen, SDQB",@Min,L 14-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenny Stills, MiaWR",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Jawan Jamison, PitRB",@StL,W 12-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spencer Ware, KCRB",@GB,L 28-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ace Sanders, JaxWRSSPD",@NE,L 17-51,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marquess Wilson, ChiWR",@Sea,L 0-26,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Kerwynn Williams, AriRB",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quinton Patton, SFWR",@Ari,L 7-47,0/0,0,0,0,0,0,0,1,7,0,3,0,0,0,0
"Jasper Collins, CinWR",@Bal,W 28-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reggie Dunn, DalWR",Atl,L 28-39,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Kendall Gaskins, SFRB",@Ari,L 7-47,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Hill*, DalRBIR",Atl,L 28-39,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steven Miller, DetRB",Den,L 12-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keavon Milton, SeaTE",Chi,W 26-0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamaar Thomas, JaxWR",@NE,L 17-51,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luke Willson, SeaTEQ",Chi,W 26-0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Ford, AtlRB",@Dal,W 39-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Griffin, TBQB",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mark Harrison, KCWR",@GB,L 28-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Otten, MinTE",SD,W 31-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Rodgers, TBQB",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Da'Rick Rogers, KCWR",@GB,L 28-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Scott, CinQB",@Bal,W 28-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jaron Brown, AriWR",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darius Johnson, AtlWR",@Dal,W 39-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Javone Lawson, AriWR",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miguel Maysonet, PitRB",@StL,W 12-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Pantale, ChiTE",@Sea,L 0-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Russell Shepard, TBWR",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Drew Smith, BufRBQ",@Mia,W 41-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Spadola, AriWR",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matthew Tucker*, PhiRBIR",@NYJ,W 24-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Tuel, JaxQB",@NE,L 17-51,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ronnie Wingo Jr., AtlRB",@Dal,W 39-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conner Vernon, DetWR",Den,L 12-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Bray*, KCQBO",@GB,L 28-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timothy Wright, DetTE",Den,L 12-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Williams, CarTE",NO,W 27-22,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C.J. Akins, StLWR",Pit,L 6-12,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quinn Sharp, CinK",@Bal,W 28-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarQueis Gray, BufTE",@Mia,W 41-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joseph Fauria, AriTE",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skye Dawson, DetWR",Den,L 12-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dan Moore*, IndRBO",@Ten,W 35-33,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Williams, AtlWR",@Dal,W 39-28,0/0,0,0,0,0,0,0,1,6,0,1,0,0,0,0
"Matt Furstenburg, BalTE",Cin,L 24-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chad Bumphis, JaxWR",@NE,L 17-51,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lonnie Pryor, TBRB",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodney Smith, CleWR",Oak,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T.J. Moe, StLWR",Pit,L 6-12,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenbrell Thompkins, OakWR",@Cle,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quentin Hines, NERB",Jax,W 51-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zach Sudfeld*, NYJTEIR",Phi,L 17-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Zordich, NORB",@Car,L 22-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Debniak, SFRB",@Ari,L 7-47,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"George Winn, DetRB",Den,L 12-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Johnson, HouRB",TB,W 19-9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cierre Wood, BufRB",@Mia,W 41-14,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ray Graham, HouRB",TB,W 19-9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alec Lemon, BalWR",Cin,L 24-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Greg Jenkins*, JaxWRIR",@NE,L 17-51,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R.J. Webb, CarWR",NO,W 27-22,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maikon Bonani, TenK",Ind,L 33-35,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myles White, GBWR",KC,W 38-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt McGloin, OakQB",@Cle,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kelvin Benjamin*, CarWRIR",NO,W 27-22,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johnny Manziel, CleQBP",Oak,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dri Archer, PitRB",@StL,W 12-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jimmy Garoppolo, NEQB",Jax,W 51-17,0/0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0
"C.J. Fiedorowicz, HouTE",TB,W 19-9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Huff, PhiWRQ",@NYJ,W 24-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul Richardson*, SeaWRO",Chi,W 26-0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrance West, TenRB",Ind,L 33-35,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jace Amaro*, NYJTEIR",Phi,L 17-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cody Latimer, DenWR",@Det,W 24-12,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Seferian-Jenkins*, TBTEO",@Hou,L 9-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Troy Niklas, AriTE",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Davante Adams, GBWRQ",KC,W 38-28,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Garrett Gilbert, DetQB",Den,L 12-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AJ McCarron, CinQB",@Bal,W 28-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaquelle Evans, NYJWR",Phi,L 17-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tajh Boyd, PitQB",@StL,W 12-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Logan Thomas, MiaQB",Buf,L 14-41,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zach Mettenberger, TenQB",Ind,L 33-35,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Fales, ChiQB",@Sea,L 0-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Gallon, NEWR",Jax,W 51-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jared Abbrederis, GBWR",KC,W 38-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Gaffney*, NERBIR",Jax,W 51-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Norwood, CarWR",NO,W 27-22,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Storm Johnson, JaxRB",@NE,L 17-51,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lache Seastrunk, DalRB",Atl,L 28-39,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Martavis Bryant, PitWRSSPD",@StL,W 12-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keith Wenning, CinQB",@Bal,W 28-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jalen Saunders, NEWR",Jax,W 51-17,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka'Deem Carey, ChiRB",@Sea,L 0-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tom Savage*, HouQBIR",TB,W 19-9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bruce Ellington, SFWRP",@Ari,L 7-47,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lorenzo Taliaferro, BalRB",Cin,L 24-28,0/0,0,0,0,3,0,0,1,6,0,1,0,0,0,0
"Marion Grice, AriRBQ",SF,W 47-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Murray, KCQB",@GB,L 28-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carey Spear, CleK",Oak,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devin Street, DalWR",Atl,L 28-39,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dontrelle Inman, SDWR",@Min,L 14-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Janis, GBWR",KC,W 38-28,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Corey Washington, NYGWRQ",Wsh,W 32-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kapri Bibbs, DenRB",@Det,W 24-12,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
